DES,51044656
DES,6001
DES,5805
DES,4931
DES,4920
DES,4632
DES,3797
DES,3581
DES,3516
DES,3375
DES,3963
DES,2358
DES,2125
DES,2147
DES,2015
DES,3188
DES,1786
DES,1748
DES,1661
DES,1570
DES,1438
DES,1376
DES,1388
DES,1401
DES,1410
DES,1541
DES,1381
DES,1387
DES,1484
DES,1354
DES,1425
DES,1348
DES,1387
DES,2264
DES,1383
DES,1430
DES,1360
DES,1622
DES,1517
DES,1370
DES,1376
DES,1460
DES,1318
DES,1344
DES,1316
DES,1329
DES,1325
DES,1318
DES,1334
DES,1329
DES,1343
DES,1335
DES,1336
DES,1428
DES,1309
DES,1324
DES,1350
DES,1719
DES,1864
DES,1325
DES,1341
DES,1339
DES,1324
DES,1341
DES,2219
DES,2121
DES,1394
DES,1752
DES,1616
DES,1346
DES,1348
DES,1349
DES,1330
DES,1510
DES,1305
DES,1259
DES,1295
DES,1255
DES,1440
DES,1290
DES,1260
DES,1423
DES,1243
DES,1253
DES,1265
DES,1264
DES,2153
DES,1970
DES,1263
DES,1279
DES,1421
DES,1750
DES,1372
DES,1219
DES,1236
DES,1216
DES,1222
DES,1381
DES,1233
DES,1226
DES,1215
DES,1236
DES,1238
DES,1217
DES,1302
DES,1221
DES,1230
DES,1330
DES,1240
DES,1219
DES,1232
DES,1244
DES,1240
DES,1223
DES,1228
DES,1241
DES,1236
DES,1734
DES,1217
DES,1344
DES,1237
DES,1262
DES,1249
DES,1221
DES,1217
DES,1227
DES,1212
DES,1250
DES,1224
DES,1232
DES,1241
DES,1645
DES,2044
DES,2087
DES,2041
DES,1648
DES,1229
DES,1242
DES,1506
DES,1580
DES,1602
DES,2076
DES,1666
DES,1591
DES,1242
DES,1238
DES,1219
DES,1218
DES,1258
DES,1235
DES,1238
DES,1233
DES,1224
DES,1230
DES,1219
DES,1229
DES,1239
DES,1227
DES,1257
DES,1218
DES,1242
DES,1236
DES,1240
DES,1234
DES,1224
DES,1220
DES,1232
DES,1232
DES,1551
DES,1258
DES,1266
DES,1269
DES,1248
DES,1223
DES,1233
DES,1236
DES,1236
DES,1225
DES,1245
DES,1261
DES,1235
DES,1312
DES,1238
DES,1217
DES,1235
DES,1224
DES,1236
DES,1216
DES,1244
DES,1251
DES,1409
DES,1206
DES,1228
DES,1196
DES,1211
DES,1194
DES,1187
DES,1215
DES,1205
DES,1232
DES,1208
DES,1203
DES,1221
DES,1189
DES,1215
DES,1204
DES,1195
DES,1220
DES,1201
DES,1234
DES,2082
DES,2033
DES,2078
DES,1953
DES,1986
DES,1957
DES,1204
DES,1223
DES,1190
DES,1481
DES,1313
DES,1224
DES,1207
DES,1237
DES,1196
DES,1219
DES,1206
DES,1217
DES,1208
DES,1197
DES,1234
DES,1208
DES,1218
DES,1235
DES,1201
DES,1230
DES,1205
DES,1197
DES,1204
DES,1190
DES,1234
DES,1201
DES,1351
DES,1210
DES,1196
DES,1195
DES,1184
DES,1183
DES,1205
DES,1455
DES,1216
DES,2236
DES,2309
DES,2792
DES,2376
DES,3325
DES,3876
DES,3555
DES,3834
DES,3622
DES,3834
DES,4149
DES,2390
DES,2581
DES,2030
DES,2131
DES,2216
DES,2325
DES,2345
DES,2409
DES,3342
DES,2403
DES,2077
DES,2088
DES,2125
DES,2078
DES,2074
DES,2541
DES,2055
DES,2087
DES,2141
DES,2574
DES,2435
DES,2537
DES,2806
DES,2078
DES,2066
DES,2022
DES,2102
DES,2097
DES,2042
DES,2404
DES,2181
DES,2068
DES,2446
DES,2442
DES,2181
DES,2172
DES,2527
DES,2156
DES,2334
DES,1206
DES,1005
DES,1009
DES,1064
DES,1020
DES,1004
DES,1041
DES,1623
DES,2059
DES,2006
DES,2019
DES,1978
DES,2508
DES,1979
DES,2021
DES,1987
DES,1958
DES,1956
DES,1905
DES,2787
DES,2016
DES,2188
DES,2273
DES,2051
DES,2143
DES,1982
DES,2418
DES,1940
DES,2399
DES,2246
DES,1922
DES,1959
DES,1908
DES,2371
DES,1905
DES,1971
DES,1970
DES,1916
DES,1923
DES,1912
DES,2335
DES,1908
DES,1978
DES,1970
DES,1903
DES,1932
DES,2023
DES,2862
DES,1928
DES,1922
DES,2000
DES,1894
DES,1897
DES,1920
DES,2308
DES,1903
DES,2372
DES,2036
DES,1923
DES,1889
DES,1929
DES,1967
DES,2235
DES,1990
DES,2084
DES,1957
DES,1893
DES,1904
DES,1954
DES,2253
DES,1901
DES,1952
DES,1901
DES,1889
DES,1973
DES,2395
DES,2205
DES,1901
DES,1961
DES,1885
DES,1892
DES,2023
DES,1895
DES,2681
DES,2270
DES,1989
DES,1887
DES,1889
DES,2238
DES,2050
DES,2345
DES,1993
DES,2131
DES,2110
DES,1920
DES,1987
DES,1896
DES,2255
DES,2120
TDES,137230404
TDES,3737
TDES,3752
TDES,3579
TDES,3762
TDES,3471
TDES,3542
TDES,2551
TDES,3198
TDES,4407
TDES,2052
TDES,2040
TDES,2101
TDES,2050
TDES,2043
TDES,2772
TDES,2663
TDES,2513
TDES,2067
TDES,2082
TDES,2047
TDES,2064
TDES,2083
TDES,2156
TDES,2053
TDES,2079
TDES,2044
TDES,2542
TDES,2296
TDES,2503
TDES,2314
TDES,2165
TDES,2232
TDES,2055
TDES,2045
TDES,2061
TDES,2043
TDES,2069
TDES,2049
TDES,2050
TDES,2060
TDES,2031
TDES,2052
TDES,2043
TDES,2602
TDES,2050
TDES,2080
TDES,2067
TDES,2051
TDES,2070
TDES,2578
TDES,3113
TDES,2503
TDES,2106
TDES,2053
TDES,2045
TDES,2080
TDES,2043
TDES,2496
TDES,2044
TDES,2162
TDES,2015
TDES,2017
TDES,2034
TDES,2041
TDES,2016
TDES,2054
TDES,2122
TDES,1827
TDES,1814
TDES,2053
TDES,2342
TDES,1815
TDES,1854
TDES,1796
TDES,1812
TDES,1860
TDES,1811
TDES,1834
TDES,1824
TDES,1848
TDES,1810
TDES,1819
TDES,1818
TDES,2262
TDES,1806
TDES,1847
TDES,1818
TDES,2410
TDES,2935
TDES,2419
TDES,1833
TDES,1797
TDES,1803
TDES,1797
TDES,1826
TDES,1850
TDES,1811
TDES,2094
TDES,2956
TDES,2414
TDES,3133
TDES,2499
TDES,2410
TDES,2052
TDES,1849
TDES,3350
TDES,1836
TDES,1816
TDES,1844
TDES,1831
TDES,1875
TDES,1814
TDES,1816
TDES,1839
TDES,1821
TDES,1813
TDES,1845
TDES,1821
TDES,1828
TDES,1827
TDES,1823
TDES,2267
TDES,1902
TDES,1891
TDES,1823
TDES,2167
TDES,2700
TDES,1813
TDES,1902
TDES,1822
TDES,1744
TDES,1740
TDES,1738
TDES,1756
TDES,1742
TDES,1954
TDES,1798
TDES,1754
TDES,1763
TDES,1755
TDES,1748
TDES,1754
TDES,1749
TDES,1745
TDES,1758
TDES,1737
TDES,1775
TDES,1756
TDES,1723
TDES,1754
TDES,1731
TDES,1740
TDES,1733
TDES,1736
TDES,1755
TDES,1735
TDES,2161
TDES,1778
TDES,1746
TDES,1763
TDES,1758
TDES,1751
TDES,1752
TDES,1745
TDES,1764
TDES,1747
TDES,2024
TDES,2076
TDES,2057
TDES,2086
TDES,1856
TDES,1750
TDES,1746
TDES,1770
TDES,1756
TDES,1741
TDES,1768
TDES,1741
TDES,1735
TDES,1741
TDES,1766
TDES,1755
TDES,1737
TDES,2202
TDES,2209
TDES,2215
TDES,2275
TDES,2257
TDES,1753
TDES,1737
TDES,1741
TDES,1737
TDES,1748
TDES,1732
TDES,1736
TDES,1752
TDES,1964
TDES,2043
TDES,1787
TDES,1792
TDES,1807
TDES,1785
TDES,1791
TDES,1788
TDES,1807
TDES,1808
TDES,1800
TDES,1811
TDES,1796
TDES,2281
TDES,2039
TDES,1858
TDES,1733
TDES,1742
TDES,1808
TDES,2617
TDES,2222
TDES,2500
TDES,2089
TDES,2123
TDES,2049
TDES,1860
TDES,1570
TDES,1571
TDES,1564
TDES,1692
TDES,1680
TDES,1569
TDES,1581
TDES,1579
TDES,1568
TDES,1561
TDES,1562
TDES,1566
TDES,1568
TDES,1581
TDES,1563
TDES,1567
TDES,1560
TDES,1562
TDES,1559
TDES,1559
TDES,1568
TDES,1574
TDES,1560
TDES,1566
TDES,1555
TDES,1579
TDES,1560
TDES,1665
TDES,1667
TDES,1562
TDES,1554
TDES,1675
TDES,2090
TDES,2055
TDES,2189
TDES,1850
TDES,1562
TDES,1622
TDES,1743
TDES,1526
TDES,1524
TDES,1545
TDES,1539
TDES,1535
TDES,1526
TDES,1547
TDES,1520
TDES,1535
TDES,1948
TDES,1969
TDES,2004
TDES,1536
TDES,1527
TDES,1530
TDES,1537
TDES,1567
TDES,1566
TDES,1527
TDES,1533
TDES,1528
TDES,1530
TDES,1767
TDES,1534
TDES,1527
TDES,1534
TDES,1543
TDES,1535
TDES,1537
TDES,1547
TDES,1533
TDES,1538
TDES,1527
TDES,1533
TDES,1731
TDES,1545
TDES,1539
TDES,1540
TDES,1539
TDES,1529
TDES,1883
TDES,2228
TDES,2077
TDES,1545
TDES,1552
TDES,1551
TDES,1540
TDES,1548
TDES,1555
TDES,1546
TDES,1549
TDES,1541
TDES,1556
TDES,1578
TDES,1554
TDES,1550
TDES,1548
TDES,1800
TDES,1558
TDES,1547
TDES,1554
TDES,1555
TDES,1547
TDES,1541
TDES,1547
TDES,1549
TDES,1545
TDES,1546
TDES,1544
TDES,1766
TDES,1548
TDES,1550
TDES,1547
TDES,1543
TDES,1565
TDES,1765
TDES,1766
TDES,2179
TDES,2180
TDES,2181
TDES,2173
TDES,1815
TDES,1575
TDES,1589
TDES,1595
TDES,1583
TDES,1590
TDES,2434
TDES,2164
TDES,1834
TDES,1537
TDES,1739
TDES,1831
TDES,2162
TDES,2395
TDES,2443
TDES,2891
TDES,2104
TDES,2221
TDES,2160
TDES,2132
TDES,2057
TDES,1683
TDES,1669
TDES,1678
TDES,1667
TDES,1724
TDES,1674
TDES,1706
TDES,1688
TDES,1688
TDES,1686
TDES,1681
TDES,1681
TDES,1702
TDES,1695
TDES,1684
TDES,1563
TDES,1567
TDES,1561
TDES,1804
TDES,1686
TDES,1605
TDES,1604
TDES,1612
TDES,1604
TDES,1612
TDES,1607
TDES,1871
TDES,1924
TDES,1682
TDES,1657
TDES,1600
TDES,1592
TDES,1687
TDES,1579
TDES,1592
TDES,1975
